,seq_id,cons_k1_mean,cons_k1_std,cons_k2_mean,cons_k2_std,cons_k3_mean,cons_k3_std,cons_k4_mean,cons_k4_std,cons_k5_mean,cons_k5_std,cons_k6_mean,cons_k6_std,cons_k7_mean,cons_k7_std,cons_k8_mean,cons_k8_std,cons_k9_mean,cons_k9_std,cons_k10_mean,cons_k10_std,cons_k11_mean,cons_k11_std,cons_k12_mean,cons_k12_std,cons_k13_mean,cons_k13_std,cons_k14_mean,cons_k14_std,cons_k15_mean,cons_k15_std,cons_k20_mean,cons_k20_std,cons_k25_mean,cons_k25_std
0,5s_Flectobacillus-major-1,0.21725839110893452,0.1614958344240197,0.11814720097571141,0.1336444744260976,0.21336669453403906,0.18060334078551057,0.11182525136154167,0.1491996509764576,0.16376042630622883,0.16991980037873033,0.07326059969442322,0.11434339003044747,0.13514952740121228,0.14232557585793779,0.08794771119085718,0.13619920602547486,0.10887545921537937,0.1426762660088033,0.10690231209280152,0.12295703380247272,0.11970046082949307,0.1260780878512738,0.09855553789925313,0.11134443033184736,0.11460301361924081,0.1336141220352736,0.036274431908469726,0.08093358754373534,0.09690875015189612,0.12162381182719242,0.05500288018433179,0.10378982204790371,0.04337120610201811,0.08157912576138804
1,srp_Agro.tume._AE007869,0.20099631833028417,0.19232126898118407,0.040370370370370376,0.0880664109054457,0.08912638173548991,0.12545926324680665,0.027381864623243934,0.07225265824572419,0.07922871385607759,0.09563974331346427,0.03223192951015531,0.0863025397470696,0.08193212917350849,0.10720592809093958,0.0137037037037037,0.045678845511874185,0.041799854041233354,0.0759792337585005,0.014048531289910599,0.04708817629575303,0.02788359788359789,0.06593303825002926,0.014048531289910599,0.047088176295753036,0.02552910052910053,0.041486972898043484,0.007407407407407407,0.02222222222222222,0.007407407407407407,0.02222222222222222,0.0,0.0,0.0,0.0
2,srp_Dich.nodo._CP000513,0.1665013310810283,0.1421230672721452,0.05399261317430197,0.10907929600228337,0.11337014285630438,0.12678950677061043,0.02996323529411764,0.07666366850582891,0.0721547127622979,0.10541095518585908,0.05674484448951994,0.09324260216361545,0.06276249416766744,0.09954203172253108,0.0,0.0,0.037528839905868305,0.05677352960760734,0.018377321603128056,0.04348094543777277,0.04028268843688754,0.04684691654552274,0.019059139784946236,0.04494677917432405,0.009375,0.029810600044279552,0.0032258064516129032,0.01406096433400217,0.0211625882024364,0.04783957046705953,0.0,0.0,0.0029411764705882353,0.012820291010413744
3,srp_Fuso.nucl._AE009951,0.05151603420805312,0.05515423752308727,0.032052503052503054,0.05661793021983026,0.03337894935997403,0.0339730140379303,0.019912985065908603,0.03475172181553078,0.02856934651255138,0.035233360260392435,0.022961170374963476,0.035284364293133794,0.0426580301882026,0.0350156792757067,0.022297235023041477,0.03428551211303941,0.02384579948539904,0.03267508601816225,0.028145793871600322,0.03479760056869453,0.013239942528735633,0.026500433858689398,0.03279799096178407,0.03651221355401206,0.02793265722145033,0.03431830744233837,0.01791625615763547,0.031105404536285394,0.04119485894145647,0.03392354567972019,0.014473916887709992,0.029021648073460547,0.031044993151991124,0.03455967727436344
4,srp_Myco.gall._AE015450,0.4866490416554929,0.14899007819206297,0.4131191069760477,0.1361663072531251,0.5243431099103131,0.12613118672338475,0.437303469814348,0.0911668107299545,0.46127986042044916,0.11546169377029418,0.44888515758023545,0.11653804876599043,0.5053523390609057,0.1160591979487291,0.450488984587779,0.07835439310381,0.4642126967611574,0.08032704702181317,0.4386956849767244,0.07974059585295794,0.5106427627823111,0.10767859349325806,0.48176897479873004,0.08888834067098939,0.47925048476936183,0.09299390449896826,0.4708861184978031,0.0849438124110977,0.45549615763767104,0.07182876936051541,0.44710713773099275,0.0638090277602396,0.5057025131149977,0.10035850292199489
5,srp_Myco.spec._CP000580,0.12649197040718474,0.10805215900455772,0.03929277709765515,0.10420272679533196,0.07379183291643254,0.10341544724003582,0.05826817715128609,0.0975623599828127,0.0526722582972583,0.07331911939671766,0.02690155730596907,0.05082288109029097,0.04435792177171488,0.06931716886098946,0.008108108108108107,0.03534242386654599,0.052217476941148665,0.07181392132969748,0.00918560606060606,0.02907844661835387,0.022954366180172634,0.04516656087118812,0.025282331733944636,0.053620750710741974,0.017714442815249268,0.040769733614640855,0.015625,0.047905342864862165,0.027802953625322046,0.05920447770630418,0.0,0.0,0.0,0.0
6,srp_Ochr.anth._CP000758,0.3601119849940194,0.17243231474610807,0.311226771276168,0.2081396562130287,0.40121689932082705,0.17459455915491118,0.3530301405673827,0.1541934517632367,0.42098921925846733,0.09238852986828607,0.4358434359136628,0.1084432147728151,0.45372869198086835,0.10419589331243685,0.42814165527580156,0.0845626601447106,0.46510952656494375,0.08706808773181014,0.41380437490089095,0.09781921149136046,0.4671581869047314,0.08556180118249801,0.4544881815613523,0.06631871765514007,0.4642976636104704,0.07275826723556361,0.4359023740656425,0.07760727764421214,0.4943689819980233,0.036759346696959794,0.4705491384717136,0.06133529350451033,0.5036594819436567,0.02898216506230326
7,srp_Proc.mari._CP000111,0.2177571307398673,0.2214407589135707,0.01666666666666667,0.07264831572567791,0.057449690402476786,0.08328039174442706,0.09406604747162024,0.15079842305035662,0.11294563279857397,0.16872856099971495,0.00625,0.027243118397129205,0.05759803921568627,0.11011014067552898,0.060416666666666674,0.12941843742081127,0.01875,0.04463392767839281,0.0,0.0,0.05134803921568627,0.10965357299140258,0.02291666666666667,0.07623406026471662,0.01666666666666667,0.07264831572567791,0.03676470588235294,0.06739081904346823,0.02426470588235294,0.06117099098762668,0.0,0.0,0.0,0.0
8,srp_Shig.flex._AE016979,0.35380754866048986,0.3355489643036865,0.09818181818181818,0.16724802189098167,0.16642857142857143,0.22320828563364353,0.06499999999999999,0.12757350822173072,0.23386363636363638,0.2951159773422046,0.05,0.17748239349298847,0.16954545454545455,0.19128264319267668,0.10395104895104894,0.18232021531501671,0.13142857142857142,0.2464689407927705,0.05499999999999999,0.12439855304624728,0.08318181818181818,0.14209980778277226,0.05818181818181818,0.10595492570424338,0.06318181818181819,0.13827374334693318,0.06999999999999999,0.15524174696260024,0.0,0.0,0.0,0.0,0.019999999999999997,0.05999999999999999
9,tRNA_tdbR00000122-Codium_fragile-3133-Gly-UCC,0.6096853559010442,0.11624392223948112,0.6518509742774448,0.06946510896084229,0.662161567904962,0.0444539124584092,0.6582582021649358,0.05189730882687214,0.6571801124432703,0.03973018074067978,0.6434970501392278,0.04830116165811021,0.6776535934430672,0.04799901133896168,0.6623125381020117,0.016397741509054656,0.6596773117825749,0.016253352777680908,0.664169884169884,0.013414752181630976,0.6524933956512904,0.014476899716040052,0.6667696267696267,0.013325877573362626,0.6569545485334959,0.014531441189532278,0.6641698841698841,0.013414752181630976,0.654954954954955,0.008594046859612143,0.6678249678249677,0.012421396094320808,0.6541055341055342,0.010190449858766456
