,seq_id,cons_k1_mean,cons_k1_std,cons_k2_mean,cons_k2_std,cons_k3_mean,cons_k3_std,cons_k4_mean,cons_k4_std,cons_k5_mean,cons_k5_std,cons_k6_mean,cons_k6_std,cons_k7_mean,cons_k7_std,cons_k8_mean,cons_k8_std,cons_k9_mean,cons_k9_std,cons_k10_mean,cons_k10_std,cons_k11_mean,cons_k11_std,cons_k12_mean,cons_k12_std,cons_k13_mean,cons_k13_std,cons_k14_mean,cons_k14_std,cons_k15_mean,cons_k15_std,cons_k20_mean,cons_k20_std,cons_k25_mean,cons_k25_std
0,5s_Acidithiobacillus-ferrooxidans-2,0.8030009615095632,0.07457732454009328,0.8426971547028257,0.08665344031209922,0.8967365581307977,0.04000264041691495,0.9243719882761594,0.0368200609310085,0.928257198737304,0.040708113868156676,0.9438089122494121,0.03890630461621397,0.9254571296765273,0.027805038727822435,0.94554105541542,0.03161203024472962,0.9230917462785022,0.028640841716795814,0.9528480988011984,0.023428660056669225,0.9349296672953196,0.03501013833150899,0.9367812003851194,0.02499566683506344,0.9498514715566045,0.022764160217440196,0.9496757023244994,0.027637409696291932,0.9421623752390538,0.026242373920532587,0.9549727365198711,0.02157378512403489,0.9553218783284047,0.021699623763311925
1,5s_Archaeoglobus-fulgidus-1,0.6980782646825647,0.0790175226735332,0.7474084187730257,0.08485424019280752,0.8133656519565253,0.03889106854037688,0.818438360987234,0.04617168778622375,0.8352048906170273,0.035303023294542914,0.8424963089509105,0.03812614245506819,0.8293580421162459,0.03482148647180005,0.8334402856506793,0.037107756189699775,0.8459710073762748,0.020159811407529732,0.8523661894979556,0.03469257944949066,0.838911672913313,0.029037446273235703,0.8459335937144783,0.02215751805580117,0.8397192121837115,0.025314803454167967,0.8470110908743786,0.02132230380138303,0.843558054907974,0.016540155670200268,0.836240594700804,0.018813052990074384,0.8434122620042936,0.012759104125608094
2,5s_Atractiella-solani-1,0.7370045261768743,0.11895489080400858,0.7618200349603967,0.0738125569058246,0.8350739302486611,0.06848194681539471,0.803017913605838,0.058446764365288416,0.8419948586105546,0.05455517612996144,0.8495860679968142,0.05316406379644507,0.871255153109278,0.04941483429128068,0.8428174521814326,0.055369456917749124,0.8420559045266977,0.048390760694628686,0.8394539528330147,0.04690226148675058,0.8829100044151537,0.047647877726376776,0.8760000198576512,0.04101899084408681,0.8885901095295301,0.02987510551597776,0.8528448034993019,0.04756900255838281,0.8894687414957158,0.02916367792098895,0.8917855284981291,0.025875254086960977,0.9044310532897011,0.009639792881563566
3,5s_Coleochaete-scutata-1,0.5153567963463457,0.1686140810003365,0.5268732639268238,0.21709012698348185,0.6538882184210891,0.07542554791394111,0.5896747270878511,0.14743047957963765,0.6416658479299171,0.1120450071069396,0.6684406929605775,0.1010413730889185,0.7128639947522034,0.07340295238304692,0.6534409572236808,0.10756619506586368,0.751510217864107,0.06242619712951842,0.6744546829883998,0.10041248084897235,0.7204755508462617,0.07702427851969589,0.7285543034181561,0.10208122787768256,0.7696623100900057,0.05581522803711569,0.7082350192289398,0.08331482649761136,0.7554785976944934,0.04297509745609065,0.7411356120937572,0.052333995262355645,0.7811018821212979,0.031222960339502098
4,5s_Emplectonema-gracile-2,0.8147414192014155,0.06504128124447446,0.8833735581610996,0.0697192063099185,0.9170425989296189,0.05353838411986785,0.9373533411221671,0.03340182699530163,0.9392073913716571,0.03477929907735396,0.9582091917973324,0.035494112788309815,0.9469429641727842,0.03508873940101447,0.9664175945336012,0.02840630186693679,0.9557122896916553,0.03331455706686055,0.9677111440703955,0.027314969679038854,0.9635647475944957,0.03201790760208992,0.9562336126984098,0.029297052478874427,0.9557587211271421,0.0316684516833407,0.9632161893854472,0.028839763039889988,0.9695582625575417,0.03246762288810347,0.9629554168981143,0.02396297782744495,0.9694035338645147,0.02401771513472064
5,5s_Entosiphon-sulcatum-1,0.7983163630426718,0.10028512994348457,0.889917458474979,0.062040457494916636,0.9465770769505364,0.050560481582587205,0.955253021709167,0.03905972397455447,0.9789709208536742,0.02407197629317465,0.9782992347916377,0.02839518817251798,0.9793578419284119,0.020794759640291174,0.9903499903530776,0.012231033177853732,0.9888735817566724,0.01583604951513594,0.9964788732394366,0.006098770449186228,0.9979452054794521,0.00489138933461837,0.9973150684931508,0.009064974693016247,0.9993150684931507,0.0029855472216031888,0.9992957746478872,0.0030696471433385225,0.9966301369863014,0.009349292488306295,1.0,0.0,1.0,0.0
6,5s_Gelidium-amansii-1,0.738110329139144,0.08045563085450406,0.7439392298424662,0.10728225134779201,0.8699659382314326,0.07174293732260485,0.863801198477487,0.047175677013770796,0.9048007052483596,0.030938526162212546,0.8916865675290833,0.056601766251752866,0.9244193704484586,0.036618375701051975,0.9074874669285634,0.040887255622387875,0.9276628028596539,0.03259568584374382,0.9018298598991669,0.038787193110029795,0.9414472075032012,0.04474502618186184,0.9230242892755924,0.03662452219730125,0.9541303521050735,0.0235145635648784,0.9361343684716615,0.032458553875537435,0.9430926231822759,0.024241466450932322,0.9523930943182879,0.0276784263742734,0.9557610743506639,0.020237105672879518
7,5s_Gloiopeltis-complanata-1,0.5416465224892115,0.12152464300917351,0.6149529891916864,0.06006938526002075,0.6529746937644478,0.07273305389690958,0.6473294856670413,0.0631977802349114,0.7046757934793451,0.05835010724396632,0.6901304965624373,0.05943239682154327,0.6861455382554822,0.061744643028748054,0.6782520041398272,0.03549691795264528,0.7169787274367899,0.043298479929828375,0.6853384356552736,0.03946957430940125,0.7201874733224425,0.04447354411962334,0.6979593188025088,0.033962403423498454,0.7351836403588426,0.04255328101971168,0.6889308590300423,0.04471949525687489,0.7035915324464952,0.04139951854167653,0.7039641710578765,0.0393100631504867,0.7227862299249646,0.027923793576891766
8,5s_Gluconacetobacter-xylinus-1,0.7983644532184143,0.07459754942917177,0.8282930605052419,0.05516357422194105,0.906047964660406,0.04601175417393595,0.8957321302757582,0.03920394640492613,0.9162960725813235,0.043556419441637996,0.9087209765673542,0.026925692132969227,0.9373804043224976,0.027730498037449848,0.9337976064044113,0.03029721685025991,0.9566633444636292,0.02195265060767506,0.9340919242568878,0.03110068415394639,0.9461793944520019,0.02374715450307081,0.9295868659955122,0.03517540999866226,0.9405166584631962,0.024194496206220113,0.9354208170938956,0.03083753614743562,0.9521498935351547,0.020142500508153985,0.9570763916846007,0.01554594214102943,0.9659816264727372,0.01451685863286556
9,5s_Hyphomonas-polymorpha-1,0.682055517046795,0.14307073375960722,0.6944023422074911,0.12798904679985465,0.833523646184244,0.06785399251032367,0.8004185717481022,0.04817078108976247,0.8257412794991794,0.07084623865761773,0.8413096573463374,0.05628955202902638,0.8801962658750059,0.04845528914435676,0.8718573302405446,0.05005788689742152,0.9159453648727794,0.03824784472184882,0.8852007772877899,0.0392657946409561,0.8809442202435702,0.041568264574122646,0.8872107423595802,0.0407441984626523,0.8879631986681469,0.046111432132292095,0.8880293462089448,0.04409996457311952,0.918672118217464,0.04081107253601575,0.9239077922729841,0.0383575506459962,0.9390115313896688,0.024275305884287533
