,seq_id,cons_k1_mean,cons_k1_std,cons_k2_mean,cons_k2_std,cons_k3_mean,cons_k3_std,cons_k4_mean,cons_k4_std,cons_k5_mean,cons_k5_std,cons_k6_mean,cons_k6_std,cons_k7_mean,cons_k7_std,cons_k8_mean,cons_k8_std,cons_k9_mean,cons_k9_std,cons_k10_mean,cons_k10_std,cons_k11_mean,cons_k11_std,cons_k12_mean,cons_k12_std,cons_k13_mean,cons_k13_std,cons_k14_mean,cons_k14_std,cons_k15_mean,cons_k15_std,cons_k20_mean,cons_k20_std,cons_k25_mean,cons_k25_std
0,5s_Acidovorax-delafieldii-1,0.9970149253731343,0.005970149253731361,0.9984375,0.006810779599282302,0.9992537313432835,0.0032529096593587213,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,5s_Acinetospora-crinita-1,0.9958711171136407,0.006307464621334098,0.9985915492957746,0.004225352112676084,0.9993150684931507,0.0029855472216031888,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2,5s_Acyrthosiphon-magnoliae-1,0.889763541587973,0.026530402944562326,0.8852459016393442,0.0,0.8920353283818875,0.0220118173086445,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0,0.8852459016393442,0.0
3,5s_Akkesiphycus-lubricum-1,0.9958711171136407,0.006307464621334098,0.9985915492957746,0.004225352112676084,0.9986301369863014,0.0041095890410958735,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4,5s_Alcaligenes-faecalis-3,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16,0.9855072463768118,2.220446049250313e-16
5,5s_Amphibacillus-xylanus-1,0.8787637362637362,0.039019842817835125,0.8815203243860623,0.029448920593518186,0.8773729395604397,0.01475380357389932,0.8764051915716049,0.016001444445208124,0.8740796703296704,0.006783698036531352,0.8769073220686124,0.008451682141833674,0.8749725274725275,0.0055606594448988,0.8739087301587303,0.006351531072424259,0.8741071428571429,0.003891874056732755,0.8741071428571429,0.003891874056732755,0.875,0.0,0.8732142857142857,0.005357142857142871,0.875,0.0,0.875,0.0,0.8741071428571429,0.003891874056732755,0.875,0.0,0.875,0.0
6,5s_Anaplasma-phagocytophilum-1,0.8675776474869217,0.053014501677176064,0.8623588746578921,0.03903666376868719,0.8404540735499884,0.04316895456702547,0.8529667608979823,0.02663736626085802,0.8507042912284847,0.04456101109429933,0.8486200009903421,0.03396404321176852,0.8451156021631767,0.03467340251557035,0.8500053091922473,0.03297687226582494,0.8459315337440337,0.036656927626072824,0.8452377136752137,0.03528542703127915,0.8476996569738506,0.03878870416268158,0.8441273041474655,0.037872851367146056,0.8453083028083028,0.029200187958954106,0.8440227189924772,0.0281285058709781,0.8358020104895105,0.030137801328394023,0.8430057442557443,0.02685847936473744,0.8275402375402375,0.021465284798173598
7,5s_Andrias-japonicus-1,0.9992753623188406,0.003158622422855574,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8,5s_Aquaspirillum-serpens-1,0.9969463869463869,0.007762587754697324,0.9992063492063492,0.003459443605984673,0.9992307692307693,0.0033529991873389674,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9,5s_Aquifex-aeolicus-1,0.9944047848736256,0.006853525810819561,0.9934316345836212,0.017203740585945912,0.9985915492957746,0.004225352112676084,0.9985915492957746,0.004225352112676084,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
10,5s_Artemia-sp.-2,0.992976481415127,0.009436244918899465,0.9821721634152742,0.01275652048766814,0.9943661971830986,0.006899971106431533,0.9893351412824775,0.01190633173810987,0.997887323943662,0.0050291749496780965,0.9936217303822937,0.009515443468430291,1.0,0.0,0.9992957746478874,0.0030696471433385225,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9992957746478872,0.0030696471433385225,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
11,5s_Artemia-sp.-4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12,5s_Arthrobacter-globiformis-2,0.9978260869565219,0.005174948136625277,0.9977611940298508,0.005329424200405127,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
13,5s_Ascobolus-immersus-1,0.9947075809762376,0.008659540212235951,0.9946153846153847,0.007337993857053402,0.9984848484848484,0.006604392338697984,1.0,0.0,1.0,0.0,0.9992307692307693,0.0033529991873389674,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
14,5s_Ascobolus-immersus-4,0.9978669116146153,0.005078313025167691,0.9992753623188406,0.003158622422855574,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15,5s_Aspergillus-flavus-1,0.9882393728862956,0.01758614650368625,0.9872023445017934,0.011935449473465034,0.997887323943662,0.0050291749496780965,0.9950503018108652,0.008118506575898706,0.9992957746478872,0.0030696471433385225,0.9964788732394366,0.006098770449186228,0.9985915492957746,0.0042253521126760845,1.0,0.0,1.0,0.0,0.9985915492957746,0.004225352112676084,1.0,0.0,1.0,0.0,0.9992957746478872,0.0030696471433385225,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16,5s_Azotobacter-vinelandii-1,0.9923309644778872,0.008211334410778209,0.9922535211267608,0.007006953782441031,0.9964788732394366,0.006098770449186228,0.995774647887324,0.006454331964726578,0.9985915492957746,0.004225352112676084,0.9943661971830988,0.006899971106431532,0.9992957746478872,0.0030696471433385225,0.995774647887324,0.006454331964726578,1.0,0.0,0.997887323943662,0.0050291749496780965,0.9985915492957746,0.0042253521126760845,0.9985915492957746,0.004225352112676084,0.9985915492957748,0.0042253521126760845,0.9985915492957746,0.0042253521126760845,1.0,0.0,1.0,0.0,1.0,0.0
17,5s_Bacillus-amyloliquefaciens-1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18,5s_Bacillus-anthracis-3,0.994707233065442,0.010902887615480418,0.9961538461538462,0.006661733875264888,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19,5s_Bacillus-anthracis-4,0.9977601809954753,0.007076024696770471,0.9961538461538462,0.006661733875264889,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
20,5s_Bacillus-anthracis-8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
21,5s_Bacillus-halodurans-4,0.9947301951779564,0.010882073145785761,0.9930528846153847,0.009132685777975198,0.9984615384615385,0.0046153846153845985,0.9992307692307693,0.0033529991873389674,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
22,5s_Bacillus-megaterium-1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
23,5s_Bacillus-subtilis-2,1.0,0.0,0.991034047919294,0.02456233753927058,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
24,5s_Bacillus-subtilis-5,0.9775694791319791,0.03660129703419891,0.9821133387332781,0.024430434242704087,0.9930284645909646,0.009155837910621795,0.9945669261294261,0.008901951643805242,0.9946153846153847,0.007337993857053402,0.9953605769230769,0.008639511364644544,0.9976923076923077,0.005493406483494482,0.9968986568986569,0.006203407224492341,0.9953846153846154,0.007050116453778191,0.9984375,0.006810779599282302,0.9969230769230769,0.006153846153846132,0.9984615384615385,0.004615384615384599,0.9984615384615385,0.0046153846153845985,1.0,0.0,0.9992307692307693,0.0033529991873389674,0.9992307692307693,0.0033529991873389674,0.9992307692307693,0.0033529991873389674
25,5s_Bacillus-thuringiensis-4,0.9945902361527361,0.010086750373269912,0.9992063492063492,0.003459443605984673,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
26,5s_Bacteroides-capillosus-1,0.932883425245216,0.059221718593526165,0.9126351002716548,0.04596119161762925,0.9500484764352397,0.046063455414052976,0.9223379205092778,0.03467502563372382,0.9665377281082053,0.03571605342211378,0.9370728190295339,0.046270433952367476,0.9666306811534338,0.04061219263436324,0.9777020249450883,0.02898410878741296,0.9837329281890881,0.02627789390046763,0.976670103059036,0.03586138722764868,0.9817324573317912,0.0353087355964277,0.990562079430004,0.01642899231967085,0.9888151226830472,0.016172974758913862,0.9827508661848284,0.021344090171669723,0.987834806702731,0.01240086325314655,0.989653623804567,0.01399736535816969,0.9981818181818183,0.005454545454545457
27,5s_Bartonella-quintana-2,0.9956512468712339,0.00803423904629257,0.9962686567164178,0.006462876147645084,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
