epoch,epoch_time,train_loss,val_loss,val_f1
1,320.9223608649918,0.0634482287310908,0.013813605896015277,0.47733502002731
2,320.53521961305523,0.010014390971470312,0.01000392274802615,0.710816667916546
3,320.396268151002,0.006303763138921702,0.0051172171323292555,0.8581313217902884
4,319.45643010601634,0.004371456174366864,0.004484164412802449,0.8604730124614676
5,321.80822029703995,0.0032693546566007693,0.004397361833687829,0.8889664791780875
6,322.4354970159475,0.0026959434449569473,0.0031160549407867693,0.9083236768924514
7,322.59971822303487,0.0020957810603236086,0.003373225118520659,0.9252539547809923
8,320.5515908030211,0.001927786315046509,0.0031518703443667285,0.9310366929570544
9,321.41398893197766,0.001513032197064532,0.002820031507336802,0.9286814092958805
10,320.9858847090509,0.0013005177033667639,0.002842260587688846,0.938226656661159
