epoch,epoch_time,train_loss,val_loss,val_f1
1,10.047164699997666,0.05790972403424271,0.03246804582886398,0.022592855245390384
2,10.286324069998955,0.01901998975456266,0.01266084040980786,0.08286700968133898
3,9.722723049999331,0.011559674184832532,0.01008333417121321,0.16907993241761152
4,9.685134542000014,0.009975229516246562,0.007741605455521494,0.2120842697112547
5,9.979165024000395,0.008315579586867558,0.007116747670806944,0.27955207196262866
6,9.804045253000368,0.006756333247521671,0.006400364334695041,0.27202322786647326
7,9.866757081999822,0.006141951666766052,0.0061325731803663075,0.3163963019288548
8,9.752158754999982,0.00555534437456626,0.005473651428474113,0.38665611674913675
9,10.017323610001768,0.004910169532364708,0.004890805168543011,0.49266326391301346
10,9.563357701001223,0.00450875389910603,0.004576174513204023,0.45381600562604596
11,9.794827583998995,0.004054926016162765,0.004848254087846726,0.4643438303453924
12,10.00939988400205,0.003666760330877693,0.00519436746253632,0.4689015420128852
13,9.72323305700047,0.003298232475911283,0.004828738048672676,0.5309497952683553
14,9.756564064999111,0.0033474822599693374,0.004460188851226121,0.555823703072004
15,10.037508908997552,0.002765361199913136,0.004207001009490341,0.5445137729928251
