epoch,epoch_time,train_loss,val_loss,val_f1
1,66.04577814898221,0.0145090446472535,0.004257432377800859,0.35248105484151493
2,66.12011864897795,0.0027423739462535774,0.002044771886270108,0.6834117908851973
3,65.93893151800148,0.001718720399761421,0.0018006596324869014,0.7679576710864457
4,65.62031049694633,0.0013202994074888947,0.0014714539273850747,0.8459940311036874
5,65.61597382999025,0.0010343905793480847,0.0011255421375336618,0.8545479871465187
6,65.40621862898115,0.0008914670312160389,0.0011189042059664518,0.8343678710882878
7,65.19742543599568,0.000722915771527409,0.001103165786279815,0.8895518792665785
8,65.1685251769959,0.000638551121348625,0.0012278352367648877,0.841789761938965
9,64.96771261596587,0.000588787616236336,0.0009831451716308948,0.9219412680580629
10,65.36202373995911,0.0004744131303698004,0.001250522980940175,0.8904845542885048
