epoch,epoch_time,train_loss,val_loss,val_f1
1,5.14027063300091,0.2854854751091737,0.09924724698066711,0.0
2,4.2131578539992915,0.08782877629766098,0.09168386459350586,0.0
3,4.684276768999553,0.08449546763530144,0.08869905024766922,0.008620689655172412
4,4.5861720309985685,0.08065766354019825,0.08396109193563461,0.0
5,4.7031191879978,0.0731296158180787,0.06687619537115097,0.022727272727272724
6,4.825189592997049,0.057184188125225216,0.04910656809806824,0.061319073083778965
7,4.499378548000095,0.04254735905963641,0.03499990329146385,0.05814366877594067
8,4.5495667130016955,0.030757652452358834,0.027721289545297623,0.010869565217391306
9,4.824691763998999,0.02659731745146788,0.025359226390719414,0.15406984976565707
10,4.523003641999821,0.025500324053259995,0.022273952141404152,0.12801961903209153
11,4.91191663799691,0.023492583431876622,0.022050239145755768,0.15206998696701213
12,4.376912665997224,0.027047479811769266,0.030538391321897507,0.14157006126455277
13,4.462565121000807,0.026138209093075532,0.028379980474710464,0.04166666666666667
14,4.833367807001196,0.023543106535306342,0.0224745012819767,0.20831112621393952
15,4.768822115998773,0.02241984002578717,0.019865429028868675,0.14903846153846154
