epoch,epoch_time,train_loss,val_loss,val_f1
1,33.486836836033035,0.014201359896177398,0.00418444982216019,0.4175557476831628
2,32.71615253802156,0.0030849967458689118,0.002457573846646253,0.6871069852976497
3,33.22334626200609,0.00204734590000317,0.0017313754032820933,0.7535883104699954
4,33.77627037896309,0.0015104471034458678,0.0026092556139304377,0.7416801102939273
5,33.794196274946444,0.0012651991712450156,0.001453948922083317,0.8090094677866299
6,33.77910935599357,0.0010565778632065353,0.0012557180409370546,0.8647641909701044
7,33.861226094013546,0.0008470665704493146,0.0010799801116106742,0.876475699843797
8,33.70114049897529,0.0007190368760348065,0.0010533749722860936,0.9115188643748161
9,33.73836089496035,0.000666843324409998,0.0011470498783606232,0.8872677761377876
10,33.647177378996275,0.0006300311426699418,0.0010234452913690563,0.8841646639811428
